city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Shadeland town,IN,181570106004,4916177.543153717,-9680753.576984607,181570106004,2.833333333
Shamrock Lakes town,IN,180099754003,4925912.8495800765,-9509738.452655986,180099754003,3.166666667
Sharpsville town,IN,181590202002,4921271.154261966,-9583149.538012989,181590202002,4.833333333
Shelburn town,IN,181530501011,4747364.995855528,-9729005.344227424,,
Shelby CDP,IN,180890434052,5040914.989818113,-9722943.107397802,180890434052,4.0
Shelbyville city,IN,181457105001,4800081.537428696,-9548930.149182118,181457105001,6.833333333
Shepardsville CDP,IN,181670103001,4808662.823810298,-9731876.830492435,181670103001,2.5
Sheridan town,IN,180571103032,4884982.438062301,-9597804.081058979,,
Shipshewana town,IN,180879703021,5112312.6539693065,-9526329.843522286,,
Shipshewana Lake CDP,IN,180879703023,5113698.776864534,-9530028.878881857,,
Shirley town,IN,180594101001,4850101.677963076,-9526715.231599413,180594101001,4.666666667
Shoals town,IN,181019503001,4673864.961703635,-9661834.161607346,181019503001,7.666666667
Shorewood Forest CDP,IN,181270510052,5080435.811089885,-9701292.57963342,181270510052,5.833333333
Sidney town,IN,180859626001,5027848.145945442,-9544859.974640245,180859626001,3.666666667
Silver Lake town,IN,180859627003,5023309.591961824,-9561550.551172843,180859627003,5.166666667
Simonton Lake CDP,IN,180390017012,5124232.851985158,-9570196.736022757,,
Sims CDP,IN,180530102004,4938904.6033954695,-9557583.792437917,180530102004,4.666666667
Smithville-Sanders CDP,IN,181050015012,4730225.979829128,-9630335.19849248,181050015012,5.333333333
Snow Lake CDP,IN,181519709002,5120630.75778246,-9465437.636780404,181519709002,4.166666667
Solsberry CDP,IN,180559547021,4733510.086215868,-9658473.648819277,180559547021,3.333333333
Somerset CDP,IN,181691029004,4963830.920638361,-9554682.472549371,181691029004,3.0
Somerville town,IN,180510503002,4619009.91278168,-9726623.775041392,180510503002,3.833333333
South Bend city,IN,181410019002,5112664.531359462,-9603399.889222177,181410019002,10.5
South Center CDP,IN,180910427003,5082677.263243411,-9645574.502823606,180910427003,2.333333333
South Haven CDP,IN,181270505032,5092131.47935425,-9700429.296982318,181270505032,3.666666667
South Milford CDP,IN,180879707003,5091138.068300069,-9491803.546855299,180879707003,4.166666667
Southport city,IN,180973810033,4816653.827848535,-9586513.501705272,,
South Whitley town,IN,181830503004,5024746.640014479,-9531679.524291338,181830503004,6.666666667
Spartanburg CDP,IN,181359520003,4875728.120768889,-9445715.607874522,181359520003,4.333333333
Speedway town,IN,180973408002,4836008.167740478,-9601032.457611475,180973408002,13.33333333
Spencer town,IN,181199558002,4762827.091031591,-9659484.095837208,181199558002,5.833333333
Spencerville CDP,IN,180330208003,5053669.597385252,-9454260.937265778,180330208003,3.166666667
Spiceland town,IN,180659768003,4843174.215322666,-9509584.7204392,180659768003,6.0
Spring Grove town,IN,181770004002,4843764.90076087,-9450047.605858743,181770004002,6.166666667
Spring Hill town,IN,180973210024,4841936.267423074,-9594910.887493262,,
Spring Lake town,IN,180594110001,4833623.430489082,-9557429.726262659,180594110001,3.333333333
Springport town,IN,180659756002,4872802.754853813,-9505855.740136608,180659756002,3.5
Spurgeon town,IN,181259542004,4615582.818888563,-9713686.001182416,181259542004,2.833333333
Stanford CDP,IN,181050012003,4734866.395903695,-9647456.136176486,181050012003,4.333333333
Star City CDP,IN,181319589003,5008285.823608202,-9635165.685156472,181319589003,3.166666667
State Line City town,IN,181719511004,4894661.932246565,-9743468.75170772,181719511004,3.833333333
Staunton town,IN,180210404003,4791592.840061634,-9705821.947074816,180210404003,3.0
Stendal CDP,IN,181259539003,4617235.184861599,-9701077.73301619,181259539003,3.166666667
Stewartsville CDP,IN,181290401001,4605037.029030109,-9777936.605642041,181290401001,2.666666667
Stilesville town,IN,180632111003,4813278.716020791,-9643942.781727558,180632111003,4.166666667
Stillwell CDP,IN,180910419005,5094542.414956223,-9640521.59981701,180910419005,4.666666667
Stinesville town,IN,181050013015,4764727.500385626,-9645819.07174488,,
Stockwell CDP,IN,181570110002,4907759.756263038,-9659683.246406237,181570110002,3.166666667
Stone Bluff CDP,IN,180459579003,4890496.267904568,-9713269.554967359,180459579003,5.166666667
Straughn town,IN,180659768001,4838136.10977056,-9494533.10076955,180659768001,4.166666667
Stroh CDP,IN,180879707001,5098727.32693973,-9484292.820811478,180879707001,5.5
Sullivan city,IN,181530503014,4735617.413913516,-9730139.355880134,,
Sulphur Springs town,IN,180659757001,4865452.862991637,-9511130.836846828,180659757001,3.166666667
Sumava Resorts CDP,IN,181111004003,5036779.468804548,-9733559.201956794,181111004003,3.666666667
Summitville town,IN,180950101001,4914886.625592678,-9533790.36447576,180950101001,6.833333333
Sunman town,IN,181379684021,4755717.256814225,-9472521.897854997,,
Swayzee town,IN,180530102003,4939841.578290023,-9553918.152925584,180530102003,6.333333333
Sweetser town,IN,180530101004,4948948.214860408,-9547355.980262812,180530101004,1.333333333
Switz City town,IN,180559549004,4726665.339407931,-9690805.83832273,180559549004,6.166666667
Syracuse town,IN,180859610012,5074773.594680786,-9545620.286762362,,
Tab CDP,IN,181719511001,4926422.961524128,-9737920.588286584,181719511001,3.333333333
Talma CDP,IN,180499530001,5034853.484440829,-9588830.616906134,180499530001,3.0
Taswell CDP,IN,180259520004,4626938.810655444,-9635786.513956627,,
Taylorsville CDP,IN,180050111012,4764228.62979446,-9567940.73522234,,
Tecumseh CDP,IN,181670103001,4803636.6117938515,-9732195.649514068,181670103001,2.5
Teegarden CDP,IN,180990202021,5081147.201720383,-9615591.377214873,180990202021,2.666666667
Tell City city,IN,181239525002,4572790.532777035,-9657996.310842756,181239525002,8.0
Templeton CDP,IN,180071001003,4940815.102064574,-9707882.025571436,180071001003,4.0
Tennyson town,IN,181730301002,4590974.286122545,-9698020.34320155,181730301002,3.833333333
Terre Haute city,IN,181670014002,4788377.130532091,-9726655.83505474,181670014002,16.83333333
Thayer CDP,IN,181111004002,5038034.388666035,-9721476.027828638,181111004002,2.666666667
Thorntown town,IN,180118102002,4884735.217840463,-9641381.876841858,180118102002,6.166666667
Tippecanoe CDP,IN,180990208004,5043508.485602883,-9586271.159173816,180990208004,2.333333333
Tipton city,IN,181590204013,4907077.397991389,-9578286.100779723,,
Toad Hop CDP,IN,181670104002,4787488.37011168,-9736485.90268924,181670104002,3.833333333
Tocsin CDP,IN,181790401005,4987462.694484203,-9474089.387604857,181790401005,2.666666667
Topeka town,IN,180879704023,5092236.626318973,-9523099.129260484,,
Town of Pines town,IN,181270501072,5114386.248895225,-9679426.092056897,,
Trafalgar town,IN,180816114002,4780920.845758354,-9590164.892322782,180816114002,7.166666667
Trail Creek town,IN,180910406002,5115588.101778442,-9668711.925026517,180910406002,7.333333333
Tri-Lakes CDP,IN,181830502005,5049453.110552186,-9512629.75379036,181830502005,5.166666667
Troy town,IN,181239523003,4579703.970267046,-9662419.590809427,181239523003,3.666666667
Tunnelton CDP,IN,180939512013,4689229.723048327,-9611453.186464125,,
Twelve Mile CDP,IN,180179509001,4992315.296653372,-9597519.659760002,180179509001,3.666666667
Tyner CDP,IN,180990202022,5072736.277905,-9617915.950821618,180990202022,4.666666667
Ulen town,IN,180118105003,4875555.169434661,-9625264.707006337,180118105003,9.666666667
Underwood CDP,IN,180190508043,4662978.150145826,-9547435.68501822,,
Union City city,IN,181359516004,4894949.480167886,-9442190.787518045,181359516004,5.5
Uniondale town,IN,181790402002,4987309.540194535,-9488745.489123717,181790402002,3.666666667
Union Mills CDP,IN,180910428001,5085668.2631994905,-9660741.672124699,180910428001,4.166666667
Universal town,IN,181650204002,4811238.731889422,-9735480.242409416,181650204002,7.166666667
Upland town,IN,180530107002,4933431.8207156835,-9517926.335162302,180530107002,10.5
Urbana CDP,IN,181691025001,4997224.216517794,-9550335.112475421,181691025001,3.333333333
Utica town,IN,180190507052,4627477.120761836,-9535155.586710852,,
Vallonia CDP,IN,180719682002,4699995.101806751,-9584689.086570662,180719682002,3.166666667
Valparaiso city,IN,181270507062,5083373.51502251,-9690614.702757036,,
Van Bibber Lake CDP,IN,181339561002,4826669.634703561,-9676978.621732315,181339561002,1.833333333
Van Buren town,IN,180530108002,4955829.902796382,-9518252.94654829,180530108002,7.166666667
Veedersburg town,IN,180459579005,4882712.553601149,-9713430.522951046,180459579005,9.166666667
Velpen CDP,IN,181259539003,4629738.38782663,-9696540.350571454,181259539003,3.166666667
Vera Cruz town,IN,181790403002,4968400.142256382,-9471034.112860546,181790403002,7.166666667
Vernon town,IN,180799602002,4719575.880791964,-9530065.391674837,180799602002,5.666666667
Versailles town,IN,181379688003,4730765.75385092,-9490722.523280207,181379688003,8.333333333
Vevay town,IN,181559659002,4684576.288521793,-9471301.724916412,181559659002,7.333333333
Vicksburg CDP,IN,180559549002,4734349.206986235,-9706836.846872378,180559549002,5.333333333
Vincennes city,IN,180839556001,4675455.593949123,-9741563.741261777,180839556001,7.5
Vistula CDP,IN,180390008031,5123429.185921631,-9541454.043499934,,
Wabash city,IN,181691027004,4983291.018803769,-9554459.944887275,181691027004,10.83333333
Wadesville CDP,IN,181290403001,4594105.608483396,-9772763.811543861,181290403001,4.333333333
Wakarusa town,IN,180390013011,5091005.571675845,-9574960.542311763,,
Waldron CDP,IN,181457108002,4786849.099553855,-9535954.192737803,181457108002,6.666666667
Walesboro CDP,IN,180050115005,4742103.647903131,-9563666.400734352,,
Walkerton town,IN,181410122002,5081270.649461515,-9627186.749334374,181410122002,8.333333333
Wallace town,IN,180459580004,4864069.17130476,-9701172.465902854,180459580004,2.5
Wall Lake CDP,IN,180879701001,5120841.976423847,-9484520.135211678,180879701001,4.166666667
Walton town,IN,180179518002,4962656.846820852,-9600651.744952964,180179518002,6.0
Wanatah town,IN,180910429001,5076058.253301838,-9672811.821872434,180910429001,7.5
Warren town,IN,180699621001,4966384.283613702,-9509428.539193617,180699621001,6.5
Warren Park town,IN,180973608002,4834491.384470151,-9579229.756103178,180973608002,14.83333333
Warrington CDP,IN,180594101003,4852690.344415895,-9532875.874858895,180594101003,2.666666667
Warsaw city,IN,180859620003,5048702.448488439,-9556608.633698568,180859620003,12.0
Washington city,IN,180279549002,4672832.951321201,-9702647.0038779,180279549002,6.0
Waterloo town,IN,180330202003,5077073.422478022,-9467907.593642123,180330202003,4.666666667
Waveland town,IN,181079573004,4848174.835868011,-9689855.503829828,181079573004,5.333333333
Waverly CDP,IN,181095106011,4801051.686771276,-9602718.39129954,,
Wawaka CDP,IN,181139724002,5080417.39198429,-9515976.129003096,181139724002,2.833333333
Waynesville CDP,IN,180050115002,4737861.477036366,-9561341.604488624,180050115002,6.0
Waynetown town,IN,181079569001,4878737.288070828,-9692088.461495651,181079569001,5.333333333
Webster CDP,IN,181770101003,4851606.911303808,-9455789.799152333,181770101003,2.833333333
Wellsboro CDP,IN,180910428001,5085598.708331889,-9658581.517405856,180910428001,4.166666667
West Baden Springs town,IN,181179515002,4660181.017178791,-9641577.242548201,181179515002,6.333333333
West College Corner town,IN,181619608001,4803566.716763347,-9442004.88396842,181619608001,5.666666667
Westfield city,IN,180571104062,4871176.535222313,-9590420.147915171,,
West Harrison town,IN,180290802042,4758673.387453475,-9442379.251415957,,
West Lafayette city,IN,181570102083,4930631.626845855,-9676292.671030046,,
West Lebanon town,IN,181719511003,4905600.916408256,-9727783.612815967,181719511003,4.166666667
West Middleton CDP,IN,180670105003,4930261.272752254,-9597403.776170088,180670105003,3.666666667
Westphalia CDP,IN,180839551001,4702111.77376059,-9709492.039366778,180839551001,4.0
West Point CDP,IN,181570106004,4916184.846030808,-9689542.918699678,181570106004,2.833333333
Westport town,IN,180319695003,4746957.451052764,-9526168.65289962,180319695003,5.333333333
West Terre Haute town,IN,181670105001,4788321.039982597,-9734956.26156625,181670105001,14.33333333
Westville town,IN,180910426021,5091955.989102032,-9674213.890858974,,
Westwood CDP,IN,180659759001,4854029.1989788,-9508497.908250585,180659759001,7.833333333
Wheatfield town,IN,180731008004,5040569.86416018,-9690706.096058978,180731008004,7.0
Wheatland town,IN,180839558001,4673545.325289435,-9718887.627028713,180839558001,3.5
Wheeler CDP,IN,181270510063,5087929.961987784,-9703856.156186897,,
Whiteland town,IN,180816105011,4801505.1771945795,-9581753.03500099,,
Whitestown town,IN,180118106013,4861826.5852468265,-9614858.004409527,180118106013,4.666666667
Whitewater town,IN,181770102001,4857924.586075332,-9443354.632794287,181770102001,3.166666667
Whiting city,IN,180890401002,5112115.930177062,-9738678.785338376,180890401002,4.333333333
Wildwood CDP,IN,181519715003,5100197.522644246,-9483257.326908117,181519715003,2.0
Wilkinson town,IN,180594101002,4849306.0596100055,-9529850.545057606,180594101002,4.833333333
Williams CDP,IN,180939507021,4694969.717296538,-9645980.373687038,,
Williamsburg CDP,IN,181770103002,4858832.998622732,-9461844.57757607,181770103002,2.166666667
Williams Creek town,IN,180973208003,4851443.376271436,-9590201.182476781,180973208003,9.833333333
Williamsport town,IN,181719510021,4907940.422750644,-9717331.491866915,,
Willow Branch CDP,IN,180594101003,4848059.225606212,-9538397.432921732,180594101003,2.666666667
Winamac town,IN,181319590002,5020236.254784827,-9640677.335784629,181319590002,9.5
Winchester city,IN,181359517002,4890982.844219117,-9459602.04643404,181359517002,8.5
Windfall City town,IN,181590201002,4918661.271701397,-9568836.523164755,181590201002,5.166666667
Windsor CDP,IN,181359519004,4888635.9898332665,-9486044.989596562,181359519004,5.666666667
Winfield town,IN,180890433022,5073319.4483271865,-9714000.590063399,,
Wingate town,IN,181079568003,4891000.909189998,-9692857.567857541,181079568003,2.666666667
Winona Lake town,IN,180859621021,5044423.158548645,-9552674.491574444,,
Winslow town,IN,181259542002,4633626.89777105,-9708412.462945066,181259542002,8.333333333
Wolcott town,IN,181819583002,4976863.941706299,-9689482.026938215,181819583002,5.833333333
Wolcottville town,IN,181139720001,5090162.156710644,-9502958.093791258,181139720001,5.0
Wolflake CDP,IN,181139726002,5060823.956178687,-9516716.737575345,181139726002,3.333333333
Woodburn city,IN,180030109004,5031256.854388671,-9445515.90070804,180030109004,6.666666667
Woodlawn Heights town,IN,180950015002,4883179.095224652,-9539730.483823981,180950015002,3.833333333
Wooster CDP,IN,180859622003,5042874.584048303,-9544266.085156864,180859622003,5.166666667
Worthington town,IN,180559548003,4738642.561697681,-9682546.600022811,180559548003,9.333333333
Wyatt CDP,IN,181410124001,5090581.773178847,-9592021.701429214,181410124001,2.666666667
Wynnedale town,IN,180973210022,4841629.087652276,-9595766.4890995,180973210022,7.5
Yeoman town,IN,180159594001,4963449.037674777,-9654048.365101773,180159594001,3.833333333
Yorktown town,IN,180350024032,4892409.495803487,-9518724.27327231,,
Young America CDP,IN,180179519003,4948863.805164604,-9612297.767440774,180179519003,2.166666667
Zanesville town,IN,181790402001,4999872.063992497,-9493313.261789437,181790402001,2.833333333
Zionsville town,IN,180118106013,4864711.518514186,-9609293.254384262,180118106013,4.666666667
Ackley city,IA,190834801003,5243982.300117641,-10358531.536197187,190834801003,8.166666667
Ackworth city,IA,191810206001,5066214.415005026,-10405289.284554068,191810206001,4.666666667
Adair city,IA,190019601003,5086407.091756979,-10535727.675252106,190019601003,6.333333333
Adel city,IA,190490507001,5102646.0659750765,-10465441.773279632,190490507001,8.333333333
Afton city,IA,191751901003,5016411.887119003,-10485772.385841679,191751901003,6.333333333
Agency city,IA,191799611001,5011896.077248471,-10275599.96270958,191799611001,5.5
Ainsworth city,IA,191839605001,5055218.5676730815,-10191774.27107192,191839605001,5.0
Akron city,IA,191499703002,5285641.2313089315,-10748679.078152368,191499703002,7.333333333
Albert City city,IA,190219601002,5278788.305147952,-10569689.804739753,190219601002,6.5
Albia city,IA,191350701002,5016252.817064963,-10330869.310652003,191350701002,8.166666667
Albion city,IA,191279501002,5177849.774899564,-10351440.261994675,191279501002,4.333333333
Alburnett city,IA,191130103001,5183315.959498645,-10199103.768984731,191130103001,5.5
Alden city,IA,190834804002,5237903.0484886,-10395078.504261056,190834804002,5.666666667
Alexander city,IA,190693603003,5282249.647142823,-10405995.384084169,190693603003,4.833333333
Algona city,IA,191099505001,5323599.563361522,-10489829.981281094,191099505001,8.666666667
Alleman city,IA,191530101011,5133334.68262552,-10420911.082655562,191530101011,4.333333333
Allerton city,IA,191850703001,4969406.318325296,-10393749.238221493,191850703001,3.666666667
Allison city,IA,190230703001,5274297.455754023,-10329972.186875703,190230703001,7.5
Alta city,IA,190219606002,5262130.51409604,-10609249.85746092,190219606002,6.166666667
Alta Vista city,IA,190370701001,5341956.471809884,-10287806.478833536,190370701001,3.166666667
Alton city,IA,191670705003,5310095.435669835,-10687728.76263629,191670705003,7.5
Altoona city,IA,191530107033,5108789.673358317,-10406148.003106048,191530107033,9.333333333
Alvord city,IA,191199503006,5364134.430820804,-10720476.06252091,191199503006,5.166666667
Amana CDP,IA,190959601001,5131610.15368716,-10227505.378587762,190959601001,7.666666667
Ames city,IA,191690009001,5164923.917137483,-10421871.435902635,191690009001,10.5
Anamosa city,IA,191050703012,5177294.866277776,-10160709.342651658,,
Anderson CDP,IA,190719702003,4982637.650664691,-10643088.422313789,190719702003,6.5
Andover city,IA,190450012002,5157992.69708524,-10046899.63484934,190450012002,3.0
Andrew city,IA,190979502003,5183954.856832471,-10084686.145443188,190979502003,5.333333333
Anita city,IA,190291901002,5078011.773245577,-10549298.523055222,190291901002,7.0
Ankeny city,IA,191530102051,5120644.630050378,-10419624.897258935,191530102051,15.0
Anthon city,IA,191930031003,5219292.493811217,-10671704.099297617,191930031003,6.5
Aplington city,IA,190230704001,5248551.530661318,-10339746.594764804,190230704001,6.5
Arcadia city,IA,190279602001,5173899.494548438,-10580163.521670021,190279602001,4.833333333
Archer city,IA,191414902001,5329495.330325263,-10658197.81679916,191414902001,4.0
Aredale city,IA,190230702002,5286623.0147941,-10353318.44444334,190230702002,4.0
Argo CDP,IA,191630101014,5105084.809081021,-10067077.071792055,191630101014,4.666666667
Argyle CDP,IA,191114905003,4944118.540136833,-10193269.291833274,191114905003,7.5
Arion city,IA,190470703002,5153156.6062976485,-10626820.637207223,190470703002,2.5
Arispe city,IA,191751903002,5004817.80913965,-10488410.769092971,191751903002,3.0
Arlington city,IA,190650802004,5273807.043586024,-10204770.153705088,190650802004,5.666666667
Armstrong city,IA,190630701002,5372195.536371317,-10517845.200931583,190630701002,7.5
Arnolds Park city,IA,190594511004,5366985.077760335,-10589731.543223191,190594511004,9.5
Arthur city,IA,190930902002,5211346.821907986,-10613969.024634121,190930902002,3.166666667
Asbury city,IA,190610102011,5237978.858287705,-10105576.917682908,190610102011,5.166666667
Ashton city,IA,191434602003,5359189.780652112,-10663386.640904015,191434602003,3.166666667
Aspinwall city,IA,190470705001,5147585.183724206,-10590376.639672339,190470705001,2.333333333
Atalissa city,IA,191390502001,5097034.60328356,-10148603.236708399,191390502001,3.333333333
Athelstan CDP,IA,191731802001,4949518.145864988,-10524437.54117636,191731802001,2.5
Atkins city,IA,190119605001,5160114.865652143,-10225658.25427703,190119605001,6.333333333
Atlantic city,IA,190291905001,5070482.148965911,-10577787.518458528,190291905001,6.666666667
Auburn city,IA,191610803002,5198434.283325018,-10561740.257263223,191610803002,4.5
Audubon city,IA,190090702001,5118833.201094801,-10567378.032874448,190090702001,7.0
Augusta CDP,IA,190570012004,4977265.308050291,-10160934.31934255,,
Aurelia city,IA,190350804002,5268399.047540587,-10623981.322275048,190350804002,7.333333333
Aurora city,IA,190199501002,5254225.718871755,-10211280.22884617,190199501002,4.166666667
Avoca city,IA,191550215021,5083819.879605588,-10612895.348145418,191550215021,7.833333333
Ayrshire city,IA,191479604002,5318003.142145811,-10556869.250304582,191479604002,2.833333333
Badger city,IA,191870101003,5253421.869438358,-10480129.155575406,191870101003,3.833333333
Bagley city,IA,190779501001,5138004.135287399,-10511934.692567915,190779501001,3.333333333
Baldwin city,IA,190979501003,5171940.865744641,-10112104.915262008,190979501003,3.833333333
Balltown city,IA,190610106003,5256916.254515603,-10115579.53052814,190610106003,3.5
Bancroft city,IA,191099503002,5356647.858787638,-10488256.035000768,191099503002,6.833333333
Bankston city,IA,190610102021,5237319.695842186,-10125765.931852669,190610102021,4.333333333
Barnes City city,IA,191239501003,5087419.041523161,-10293662.218007734,191239501003,2.166666667
Barnum city,IA,191870102001,5237107.384360535,-10504739.779919473,191870102001,4.5
Bartlett CDP,IA,190719703003,4995443.727672526,-10663813.439831717,190719703003,4.166666667
Bassett city,IA,190370701002,5321351.633588619,-10298751.188529346,190370701002,2.333333333
Batavia city,IA,191010902003,5011597.408487283,-10260022.024487458,191010902003,7.0
Battle Creek city,IA,190930902001,5208586.432905647,-10642144.766990334,190930902001,5.833333333
Baxter city,IA,190990402002,5134831.109366802,-10369683.856743332,190990402002,7.333333333
Bayard city,IA,190779502001,5138856.102548494,-10526216.204000255,190779502001,4.5
Beacon city,IA,191239503003,5053152.045380222,-10317201.614891898,191239503003,6.666666667
Beaconsfield city,IA,191599501001,4983948.548653615,-10469689.947687285,191599501001,3.333333333
Beaman city,IA,190759604001,5194007.942132234,-10332849.573073726,190759604001,4.166666667
Beaver city,IA,190150207002,5166712.330564984,-10479614.636888957,190150207002,5.833333333
Beaverdale CDP,IA,190570011003,4990031.366422473,-10152588.029200835,190570011003,4.166666667
Bedford city,IA,191731802003,4963956.995188192,-10544659.951193359,191731802003,6.833333333
Belle Plaine city,IA,190119607001,5145347.355340102,-10272088.834650468,190119607001,4.166666667
Bellevue city,IA,190979504003,5199949.847540419,-10066744.0038756,190979504003,7.5
Belmond city,IA,191976801002,5288626.366110016,-10420444.876628118,191976801002,9.166666667
Bennett city,IA,190314504001,5122078.653571309,-10127133.380477572,190314504001,4.5
Bentley CDP,IA,191550216032,5067893.422248617,-10644648.119699292,191550216032,5.333333333
Benton city,IA,191599501002,4968818.929176433,-10504092.345761018,191599501002,5.5
Berkley city,IA,190150206001,5152965.925658485,-10476680.366431138,190150206001,3.666666667
Bernard city,IA,190610103003,5208017.982695795,-10111342.376750074,190610103003,6.333333333
Bertram city,IA,191130105002,5153742.591451153,-10189945.84843564,191130105002,5.0
Bettendorf city,IA,191630137063,5096312.812413518,-10071840.098844627,191630137063,8.666666667
Bevington city,IA,191810212002,5065579.319401444,-10440013.729914667,191810212002,2.333333333
Big Rock CDP,IA,191630103001,5126451.117330187,-10110762.847481003,191630103001,7.0
Birmingham city,IA,191779501002,4994436.042421141,-10235592.850913385,191779501002,3.0
Blairsburg city,IA,190799601001,5232908.946789097,-10424268.589817377,190799601001,5.333333333
Blairstown city,IA,190119606001,5146906.690318067,-10250546.843389608,190119606001,6.666666667
Blakesburg city,IA,191799607002,5006731.063898449,-10312048.969621548,191799607002,3.666666667
Blanchard city,IA,191454906002,4950633.7765355,-10599979.72686511,191454906002,3.5
Blencoe city,IA,191339602001,5150547.725276207,-10695805.659610286,191339602001,4.166666667
Blockton city,IA,191731802001,4955994.883363721,-10517225.151367864,191731802001,2.5
Bloomfield city,IA,190510801004,4975405.28806319,-10287816.831546176,190510801004,9.166666667
Blue Grass city,IA,191630104011,5087888.635437152,-10104129.541663615,191630104011,7.333333333
Bode city,IA,190919702003,5291899.204400522,-10495896.336931873,190919702003,4.333333333
Bolan CDP,IA,191956903001,5368608.504930031,-10365961.221651712,191956903001,3.833333333
Bonaparte city,IA,191779501005,4968374.59272312,-10219206.844507596,191779501005,4.333333333
Bondurant city,IA,191530101022,5115697.08398015,-10402971.835394735,191530101022,6.833333333
Boone city,IA,190150203002,5168360.761888951,-10449841.793798333,190150203002,6.833333333
Bouton city,IA,190490502002,5138708.448687373,-10465208.113668457,190490502002,4.0
Boxholm city,IA,190150207001,5187024.415191276,-10475841.462748518,190150207001,3.833333333
Boyden city,IA,191670701003,5340801.674070003,-10687021.883869752,191670701003,4.0
Braddyville city,IA,191454906003,4950676.135482302,-10578829.691531334,191454906003,4.666666667
Bradford CDP,IA,190693601003,5256838.779096111,-10380808.347416775,190693601003,4.5
Bradgate city,IA,190919702002,5282033.892256827,-10510848.882254716,190919702002,2.333333333
Brandon city,IA,190199506004,5208289.407394586,-10241742.473543279,190199506004,4.0
Brayton city,IA,190090703002,5093014.333127341,-10567587.758795103,190090703002,2.333333333
Breda city,IA,190279602001,5188576.7677007085,-10572569.751286065,190279602001,4.833333333
Bridgewater city,IA,190019602002,5048858.4984883955,-10538499.196614385,190019602002,5.0
Brighton city,IA,191839602005,5038142.94110476,-10221487.55823497,191839602005,6.166666667
Bristow city,IA,190230702002,5277600.635434756,-10342465.350688448,190230702002,4.0
Britt city,IA,190812703002,5326967.137034017,-10442108.540092414,190812703002,7.833333333
Bronson city,IA,191930032002,5222447.694510491,-10710107.319870463,191930032002,5.833333333
Brooklyn city,IA,191573701003,5120926.256347952,-10290928.21131385,191573701003,5.166666667
Brunsville city,IA,191499703004,5283244.581058413,-10716322.509680431,191499703004,2.666666667
Buckeye city,IA,190834804001,5224032.098386199,-10394549.291401826,190834804001,3.666666667
Buck Grove city,IA,190470705001,5148659.713163786,-10619344.308886057,190470705001,2.333333333
Buffalo city,IA,191630104014,5080621.489524542,-10104345.501475753,191630104014,6.5
Buffalo Center city,IA,191896802001,5371427.1311930055,-10457666.997403646,191896802001,3.0
Burchinal CDP,IA,190339509001,5321839.81746651,-10383716.903072221,190339509001,4.0
Burlington city,IA,190570004005,4983930.753144923,-10143841.211531244,190570004005,15.66666667
Burr Oak CDP,IA,191919501002,5381943.534354223,-10226022.936928868,191919501002,4.166666667
Burt city,IA,191099503001,5342327.539940946,-10488668.585033646,191099503001,6.333333333
Bussey city,IA,191250307002,5042690.221779369,-10339831.42021679,191250307002,4.833333333
Calamus city,IA,190450010002,5135012.614455073,-10103320.582924021,190450010002,5.0
California Junction CDP,IA,190852905001,5095321.052130761,-10686086.91146658,190852905001,5.166666667
Callender city,IA,191870103001,5215305.340579381,-10496924.038470875,191870103001,4.333333333
Calmar city,IA,191919505003,5339578.474398761,-10226695.08401428,191919505003,4.166666667
Calumet city,IA,191414904001,5303607.679289527,-10636737.088766577,191414904001,3.333333333
Camanche city,IA,190450008002,5129978.507095437,-10049503.620377976,190450008002,5.5
Cambridge city,IA,191690101022,5146262.943965745,-10412442.22975448,,
Cantril city,IA,191779502003,4959811.035987261,-10249004.289205685,191779502003,4.166666667
Carbon city,IA,190039501001,5019682.549222005,-10555823.40368858,190039501001,2.333333333
Carlisle city,IA,191530108062,5088394.228922957,-10408017.391314939,,
Carpenter city,IA,191315602004,5375372.163466638,-10354632.237073682,191315602004,2.833333333
Carroll city,IA,190279603001,5171519.016148086,-10560278.632349107,190279603001,8.666666667
Carson city,IA,191550217021,5047163.55127684,-10622084.772110404,191550217021,4.666666667
Carter Lake city,IA,191550212004,5054993.821222757,-10677417.349523598,191550212004,16.0
Cascade city,IA,190610103001,5206295.377359655,-10130592.188376011,190610103001,4.166666667
Casey city,IA,190779502002,5087482.06894132,-10522070.332204642,190779502002,5.833333333
Castalia city,IA,191919504003,5329122.637606205,-10205429.72168804,191919504003,2.0
Castana city,IA,191339601001,5171974.458553142,-10676695.553945296,191339601001,2.5
Cedar Falls city,IA,190130023042,5239053.550340752,-10291933.203676732,190130023042,10.0
Cedar Rapids city,IA,191130025002,5155616.78815848,-10205678.520749962,191130025002,17.33333333
Center Junction CDP,IA,191050705002,5178090.475455738,-10140130.26498616,191050705002,4.166666667
Center Point city,IA,191130102002,5188553.331811214,-10216956.075723248,191130102002,7.833333333
Centerville city,IA,190079504001,4972574.275726898,-10338467.422496099,190079504001,6.333333333
Central City city,IA,191130103003,5191199.549007324,-10188290.638927035,191130103003,8.0
Centralia city,IA,190610102013,5231992.362565333,-10111840.976749336,,
Chapin CDP,IA,190693601001,5286929.957057459,-10377430.246149162,190693601001,3.333333333
Chariton city,IA,191179504001,5014915.433063455,-10387180.386389272,191179504001,10.66666667
